784,18,883,18,883,42,784,42
728,19,781,19,781,43,728,43
886,21,924,21,924,39,886,39
542,22,603,22,603,40,542,40
607,22,658,22,658,42,607,42
425,24,458,24,458,43,425,43
661,24,693,24,693,40,661,40
699,24,723,24,723,39,699,39
294,28,391,22,392,45,295,51
461,27,538,25,538,44,461,46
244,30,290,25,292,46,246,51
395,27,419,27,419,43,395,43
153,28,194,28,194,48,153,48
66,28,148,30,147,51,65,49
199,29,242,31,241,51,198,49
796,42,870,42,870,63,796,63
894,42,927,42,927,61,894,61
871,43,891,43,891,60,871,60
696,45,723,45,723,64,696,64
725,45,759,45,759,64,725,64
761,45,794,45,794,67,761,67
515,46,624,46,624,69,515,69
426,48,464,48,464,69,426,69
465,51,512,47,514,67,467,71
628,48,652,48,652,64,628,64
655,48,693,48,693,69,655,69
366,49,422,49,422,69,366,69
200,51,248,51,248,72,200,72
251,51,284,51,284,70,251,70
287,54,363,50,364,72,288,75
119,51,173,56,171,77,117,73
174,52,194,52,194,72,174,72
65,52,110,57,108,78,63,73
66,79,159,79,159,98,66,98
891,114,928,114,928,134,891,134
762,116,790,116,790,137,762,137
794,116,886,116,886,137,794,137
613,118,697,119,696,140,613,138
701,119,716,119,716,135,701,135
720,119,756,119,756,137,720,137
441,122,484,122,484,140,441,140
490,122,523,122,523,141,490,141
527,123,609,120,609,142,527,145
345,123,401,123,401,143,345,143
259,125,342,125,342,146,259,146
407,125,435,125,435,141,407,141
137,126,206,126,206,147,137,147
212,126,251,126,251,149,212,149
67,128,131,128,131,149,67,149
802,143,872,136,874,158,804,165
876,138,928,138,928,158,876,158
663,141,720,141,720,162,663,162
773,141,799,141,799,161,773,161
595,143,655,143,655,162,595,162
526,144,591,144,591,165,526,165
726,144,767,144,767,164,726,164
458,146,520,146,520,168,458,168
284,149,336,149,336,168,284,168
373,149,453,149,453,170,373,170
230,150,280,150,280,170,230,170
342,150,367,150,367,167,342,167
66,153,197,151,197,175,66,177
203,152,224,152,224,171,203,171
891,162,931,162,931,182,891,182
853,164,888,164,888,183,853,183
721,166,815,164,816,185,722,187
818,165,847,165,847,182,818,182
585,167,677,167,677,188,585,188
686,167,719,167,719,186,686,186
517,173,581,168,583,188,518,193
381,173,493,173,493,194,381,194
499,173,511,173,511,189,499,189
241,174,307,174,307,194,241,194
338,176,375,174,376,191,339,193
211,176,236,176,236,196,211,196
312,176,333,176,333,193,312,193
111,175,157,180,154,201,109,197
66,179,107,179,107,199,66,199
161,179,205,179,205,199,161,199
661,189,710,189,710,211,661,211
621,191,658,191,658,212,621,212
533,193,618,193,618,214,533,214
405,194,473,194,473,217,405,217
474,194,497,194,497,215,474,215
499,194,532,194,532,214,499,214
337,197,366,197,366,218,337,218
367,197,401,197,401,217,367,217
277,199,334,199,334,221,277,221
110,202,180,202,180,223,110,223
183,202,205,202,205,221,183,221
208,203,242,203,242,220,208,220
67,206,105,206,105,226,67,226
